id,region,country,subnat_region
394971,Mathare,Kenya,Mathare
394999,Missala,Mali,Missala
395062,"Kuchinda,Odisha",India,"Kuchinda,Odisha"
395243,Makadara,Kenya,Makadara
395262,Vikwatani Mombasa,Kenya,Vikwatani Mombasa
395294,"Gualococti, Morazan",El Salvador,"Gualococti, Morazan"
395386,"Troyville, Johannesburg CBD",South Africa,"Troyville, Johannesburg CBD"
395471,"San Antonino, Burgos, Isabela",Philippines,"San Antonino, Burgos, Isabela"
395633,"Baclay, Tukuran, Zamboanga Del Sur",Philippines,"Baclay, Tukuran, Zamboanga Del Sur"
395659,"Public Market, Roxas, Isabela",Philippines,"Public Market, Roxas, Isabela"
395828,"Qophello, Leribe",Lesotho,"Qophello, Leribe"
395988,"Dicoloc, Jimenez, Misamis Occidental",Philippines,"Dicoloc, Jimenez, Misamis Occidental"
395998,"Maseru Urban, Maseru",Lesotho,"Maseru Urban, Maseru"
396162,"Ha Molemane, TY,Berea",Lesotho,"Ha Molemane, TY,Berea"
396270,chiapas,Mexico,chiapas
396276,"Chikaubaili, Lalitput",Nepal,"Chikaubaili, Lalitput"
396285,"Qophello,Leribe",Lesotho,"Qophello,Leribe"
396340,"Providencia, San Jose del Rincon",Mexico,"Providencia, San Jose del Rincon"
396379,"Salucong, Reina Mercedes, Isabela",Philippines,"Salucong, Reina Mercedes, Isabela"
396416,"Maqhaka, Berea",Lesotho,"Maqhaka, Berea"
396469,Kojori,Georgia,Kojori
396553,"Pagadian-Upper Locuban, Dumalinao, Zds",Philippines,"Pagadian-Upper Locuban, Dumalinao, Zds"
396604,Pagadian-Pob. Guipos,Philippines,Pagadian-Pob. Guipos
396628,"Kauswagan, Aurora Zamboanga Del Sur",Philippines,"Kauswagan, Aurora Zamboanga Del Sur"
396640,Khapichhen,Nepal,Khapichhen
396733,"Barrio Tungareo, San Felipe del Progreso",Mexico,"Barrio Tungareo, San Felipe del Progreso"
396822,"Kharas Village, Hebron, West Bank",Palestine,"Kharas Village, Hebron, West Bank"
397045,10 Nghi Son,Vietnam,10 Nghi Son
397205,Dogobala,Mali,Dogobala
397656,Goristsikhe,Georgia,Goristsikhe
397688,Dzerjinivka,Ukraine,Dzerjinivka
397694,Pirveli Sviri,Georgia,Pirveli Sviri
397756,Khovle,Georgia,Khovle
397954,Temir Kanat village,Kyrgyzstan,Temir Kanat village
398020,"Centro, Buguey,Cagayan",Philippines,"Centro, Buguey,Cagayan"
398037,"Centro West, Buguey, Cagayan",Philippines,"Centro West, Buguey, Cagayan"
398367,"Pines, Ororquieta City, Misamis Occidental",Philippines,"Pines, Ororquieta City, Misamis Occidental"
398449,"San Francisco, Cauayan City",Philippines,"San Francisco, Cauayan City"
398507,"Sicpao, Mahayag, Zamboanga del Sur",Philippines,"Sicpao, Mahayag, Zamboanga del Sur"
398634,"San Antonio, Paranaque City",Philippines,"San Antonio, Paranaque City"
398739,"Siem Reap province, Angkor Chum district",Cambodia,"Siem Reap province, Angkor Chum district"
398801,Bhubaneswar,India,Bhubaneswar
398809,"San Francisco Sur, San Guillermo, Isabela",Philippines,"San Francisco Sur, San Guillermo, Isabela"
398893,"Abu Tur, Jerusalem",Israel,"Abu Tur, Jerusalem"
398897,"shuafat, Jerusalem",Israel,"shuafat, Jerusalem"
399119,Dumduma,India,Dumduma
399162,"Poblacion 1, Oroquieta City",Philippines,"Poblacion 1, Oroquieta City"
399283,Puri,India,Puri
399303,Facatativá/Cundinamarca,Colombia,Facatativá/Cundinamarca
399394,"Khoznavar village, Syuniq region",Armenia,"Khoznavar village, Syuniq region"
399443,Verin Artashat village,Armenia,Verin Artashat village
399468,"Minanga Weste Buguey, Cagayan",Philippines,"Minanga Weste Buguey, Cagayan"
399537,"Tlacoapa, Tlacoapa, Guerrero",Mexico,"Tlacoapa, Tlacoapa, Guerrero"
399606,oroquieta,Philippines,oroquieta
399609,Deguela,Mali,Deguela
399773,"Conhuas, Champoton, Campeche",Mexico,"Conhuas, Champoton, Campeche"
399823,Azatamut village,Armenia,Azatamut village
399888,aloran,Philippines,aloran
400016,Liloy-Patawag Liloy Zamboanga Del Norte,Philippines,Liloy-Patawag Liloy Zamboanga Del Norte
400018,"KHnatsakh village, Syuniq region",Armenia,"KHnatsakh village, Syuniq region"
400023,"Jicamaltepec de la Montaña, San Luis Acatlan, Guer",Mexico,"Jicamaltepec de la Montaña, San Luis Acatlan, Guer"
400114,Villa Marzo Cordon,Philippines,Villa Marzo Cordon
400415,Ozamis,Philippines,Ozamis
400489,Bagaran village of Armavir region,Armenia,Bagaran village of Armavir region
400506,Partskhanakanebi,Georgia,Partskhanakanebi
400535,Azaya,Ecuador,Azaya
400546,Bhadrak,India,Bhadrak
400577,Jagatpur,India,Jagatpur
400594,tudela,Philippines,tudela
400611,"Katingani, Emali",Kenya,"Katingani, Emali"
400650,New Village Tambulig Zambo.Sur,Philippines,New Village Tambulig Zambo.Sur
400662,Dghnorisa,Georgia,Dghnorisa
400685,Ozamis-Bongbong,Philippines,Ozamis-Bongbong
400720,Steung Traeng Province,Cambodia,Steung Traeng Province
400800,AZUA,Dominican Republic,AZUA
400832,"Montela, Aurora, Zambonga Del Sur",Philippines,"Montela, Aurora, Zambonga Del Sur"
400898,"Pabil Ramon, Isabela",Philippines,"Pabil Ramon, Isabela"
401058,Mikaylo-Lukasheve,Ukraine,Mikaylo-Lukasheve
401066,"Curvada, Tukuran Zamboanga DelSur",Philippines,"Curvada, Tukuran Zamboanga DelSur"
401096,Galavani,Georgia,Galavani
401248,Cebedo ST. Ozamis City,Philippines,Cebedo ST. Ozamis City
401278,"El Recodo, San Luis Acatlán, Guerrero",Mexico,"El Recodo, San Luis Acatlán, Guerrero"
401317,Léo/Sissili,Burkina Faso,Léo/Sissili
401526,"Natappian East Solana, Cagayan",Philippines,"Natappian East Solana, Cagayan"
401786,"Centro, Buguey, Cagayan",Philippines,"Centro, Buguey, Cagayan"
401920,Ramgarh,India,Ramgarh
401932,"Bargarh,Odisha",India,"Bargarh,Odisha"
402111,"Centro, NorthEast, Solana, Cagayan",Philippines,"Centro, NorthEast, Solana, Cagayan"
402184,Gonzáles Suarez,Ecuador,Gonzáles Suarez
402210,Ton village,Kyrgyzstan,Ton village
402265,La Carolina,Ecuador,La Carolina
402315,Lungalunga,Kenya,Lungalunga
402518,San Juan Cote;San Felipe del Progreso,Mexico,San Juan Cote;San Felipe del Progreso
402708,Ajumbuela,Ecuador,Ajumbuela
402711,"Caliguian Burgos, Isabela",Philippines,"Caliguian Burgos, Isabela"
402800,Ntangang Mankon Bamenda NWR,Cameroon,Ntangang Mankon Bamenda NWR
402824,02 Hoằng Thanh,Vietnam,02 Hoằng Thanh
402828,05 Tân Lộc,Vietnam,05 Tân Lộc
402876,"06 Đồng Tiến, Triệu Sơn",Vietnam,"06 Đồng Tiến, Triệu Sơn"
402949,Hermel,Lebanon,Hermel
402955,04 Nam Ngạn,Vietnam,04 Nam Ngạn
403088,"Pacac Pequeño, Amulung, Cagayan",Philippines,"Pacac Pequeño, Amulung, Cagayan"
403090,Sanashen village,Armenia,Sanashen village
403318,"Kainda town, Chui region",Kyrgyzstan,"Kainda town, Chui region"
403369,Marj Al Hamam-Amman,Jordan,Marj Al Hamam-Amman
403779,Pablo Arenas,Ecuador,Pablo Arenas
404349,Anza,Colombia,Anza
404479,Falesti,Moldova,Falesti
404779,Lake Alfred,United States,Lake Alfred
405607,Bharatpur,India,Bharatpur
405666,Vaghatur village,Armenia,Vaghatur village
405722,Sachapamba,Ecuador,Sachapamba
406076,HUIGUEY,Dominican Republic,HUIGUEY
406147,"Nor Artagers village, Armavir region",Armenia,"Nor Artagers village, Armavir region"
406214,"Noh-Bec, Quintana Roo",Mexico,"Noh-Bec, Quintana Roo"
406277,Ndejje,Uganda,Ndejje
406327,"Culalabo Del Sur, Burgos, Isabela",Philippines,"Culalabo Del Sur, Burgos, Isabela"
406336,Boyani,Kenya,Boyani
406409,"Molicay, Ozamiz City, Misamis Occidental",Philippines,"Molicay, Ozamiz City, Misamis Occidental"
406514,"Balozi, Nairobi",Kenya,"Balozi, Nairobi"
406559,Vladimirovka,Ukraine,Vladimirovka
406582,Colonia,Ecuador,Colonia
406631,Santa Rita,Ecuador,Santa Rita
406775,Alberton,South Africa,Alberton
406860,Dzalisi,Georgia,Dzalisi
406989,Karchevan village,Armenia,Karchevan village
407286,"Oroquieta-p-4 tuburan, Villaflor, Oroquieta City",Philippines,"Oroquieta-p-4 tuburan, Villaflor, Oroquieta City"
407358,"LOWER SALUG DAKU, MAHAYAG ZAMBOANGA DEL SUR",Philippines,"LOWER SALUG DAKU, MAHAYAG ZAMBOANGA DEL SUR"
407425,Zumalai,Timor-Leste,Zumalai
407510,"Mariakani, Kaloleni",Kenya,"Mariakani, Kaloleni"
407644,"Pugwan, Mahayag, Zamboanga del Sur",Philippines,"Pugwan, Mahayag, Zamboanga del Sur"
407647,Andreevka,Ukraine,Andreevka
407852,"Sudlon, Molave, Zamboanga del Sur",Philippines,"Sudlon, Molave, Zamboanga del Sur"
407897,"tampico,tamaulipas",Mexico,"tampico,tamaulipas"
408144,Flamingo,Ghana,Flamingo
408203,"San Juan Cote, San Felipe del Progreso.",Mexico,"San Juan Cote, San Felipe del Progreso."
408223,Anyaa,Ghana,Anyaa
408262,"Localidad La Gloriosa, Tres Valles Veracruz",Mexico,"Localidad La Gloriosa, Tres Valles Veracruz"
408268,Bangko Panaon Mis. Occ.,Philippines,Bangko Panaon Mis. Occ.
408295,Cerrik,Albania,Cerrik
408344,Maboneng,South Africa,Maboneng
408378,Majengo mapya,Kenya,Majengo mapya
408447,"San Agustin Meztepec, San Felipe del Progreso",Mexico,"San Agustin Meztepec, San Felipe del Progreso"
408559,"Comunidad Amapa, San Juan Bautista Tuxtepec",Mexico,"Comunidad Amapa, San Juan Bautista Tuxtepec"
408726,Fureidis,Israel,Fureidis
408748,"Dipalusan, RM, Zamboanga Del Sur",Philippines,"Dipalusan, RM, Zamboanga Del Sur"
408786,Calderon,Ecuador,Calderon
408812,"Localidad La Esperanza, Tres Valles Veracruz",Mexico,"Localidad La Esperanza, Tres Valles Veracruz"
409025,Protea Glen,South Africa,Protea Glen
409050,"La Cienega, San Felipe",Mexico,"La Cienega, San Felipe"
409134,"Bantug, Roxas, Isabela",Philippines,"Bantug, Roxas, Isabela"
409141,Khubetsoana.Berea,Lesotho,Khubetsoana.Berea
409171,"Qoqolosing, Leralleng, Leribe",Lesotho,"Qoqolosing, Leralleng, Leribe"
409233,"Sarapat village, Shirak region",Armenia,"Sarapat village, Shirak region"
409273,"Nqechane,Leribe",Lesotho,"Nqechane,Leribe"
409329,"Hilltop, Qacha's Nek",Lesotho,"Hilltop, Qacha's Nek"
409339,CS Azad nagar,India,CS Azad nagar
409491,"Lower Mahayag, Mahayag, Zamboanga del Sur",Philippines,"Lower Mahayag, Mahayag, Zamboanga del Sur"
409566,Zalod,India,Zalod
409708,"Khoanyane, Thaba Tseka",Lesotho,"Khoanyane, Thaba Tseka"
409807,San Pedro de Macorix,Dominican Republic,San Pedro de Macorix
409936,Văn Bắc-Đông Văn-Đông sơn,Vietnam,Văn Bắc-Đông Văn-Đông sơn
410005,"Linakeng, Thaba Tseka",Lesotho,"Linakeng, Thaba Tseka"
410008,"Bannawag Norte, Santiago City",Philippines,"Bannawag Norte, Santiago City"
410024,"Toán Thắng, Thiệu Toán",Vietnam,"Toán Thắng, Thiệu Toán"
410239,"Villa Campo, Echague, Isabela",Philippines,"Villa Campo, Echague, Isabela"
410242,"Pulot, Ozamis city",Philippines,"Pulot, Ozamis city"
410305,Aleptong,Uganda,Aleptong
410317,"Villa Concepcion, Cauayan, Isabela",Philippines,"Villa Concepcion, Cauayan, Isabela"
410361,"Bag- Ong Pitogo, Aurora Zamboanga Del Sur",Philippines,"Bag- Ong Pitogo, Aurora Zamboanga Del Sur"
410449,"Sinusa, Ozamis City",Philippines,"Sinusa, Ozamis City"
410533,"Centro East, Santiago City",Philippines,"Centro East, Santiago City"
410793,"Jose del Rincon, San Jose del Rincon",Mexico,"Jose del Rincon, San Jose del Rincon"
410823,"Caritan Centro, Tuguegarao City",Philippines,"Caritan Centro, Tuguegarao City"
410982,"Silawi, Polanco, Zamboanga Del Norte",Philippines,"Silawi, Polanco, Zamboanga Del Norte"
411026,İZMİT,Turkey,İZMİT
411139,"Thôn 2, Thiệu Vận, Thiệu Hóa",Vietnam,"Thôn 2, Thiệu Vận, Thiệu Hóa"
411233,Nor Hachn; Kotayk region,Armenia,Nor Hachn; Kotayk region
411282,"Majoreni, Lunga Lunga",Kenya,"Majoreni, Lunga Lunga"
411298,"Raniag, Burgos, Isabela",Philippines,"Raniag, Burgos, Isabela"
411432,Divisoria Santiago,Philippines,Divisoria Santiago
411544,Tantra Hill,Ghana,Tantra Hill
411578,"Thôn 4, Thiệu Vận, Thiệu Hóa",Vietnam,"Thôn 4, Thiệu Vận, Thiệu Hóa"
411779,Segovia,Colombia,Segovia
411803,Ukunda-Mombasa,Kenya,Ukunda-Mombasa
411895,"Binalbagan 2, Negros Occicental",Philippines,"Binalbagan 2, Negros Occicental"
411959,"p-4 barra puntod, lopez jaena, mis.occ.",Philippines,"p-4 barra puntod, lopez jaena, mis.occ."
411999,"p-4 lopez jaena, mis.occ",Philippines,"p-4 lopez jaena, mis.occ"
412272,"Guadalajara, Jalisco",Mexico,"Guadalajara, Jalisco"
412296,"p-6 villaflor,oroquieta city",Philippines,"p-6 villaflor,oroquieta city"
412317,"Champua,Odisha",India,"Champua,Odisha"
412327,"Cucuyagua, Copán",Honduras,"Cucuyagua, Copán"
412418,"Yeghegis village, Vayots Dzor region",Armenia,"Yeghegis village, Vayots Dzor region"
412685,"Pagadian - Kawit, Pagadian City",Philippines,"Pagadian - Kawit, Pagadian City"
412774,"Rajgangpur, Odisha",India,"Rajgangpur, Odisha"
412805,"Pagadian - Lenienza, Pagadian City",Philippines,"Pagadian - Lenienza, Pagadian City"
412987,Phố 5 - P. Đông Sơn - TPTH,Vietnam,Phố 5 - P. Đông Sơn - TPTH
412994,Bắc Sơn - Nghi Sơn - Tĩnh Gia,Vietnam,Bắc Sơn - Nghi Sơn - Tĩnh Gia
413094,"Arevik village, Shirak region",Armenia,"Arevik village, Shirak region"
413140,"Prey Veng province, Kamchay Mear district",Cambodia,"Prey Veng province, Kamchay Mear district"
413168,"Cerro Tejón, Iliatenco, Guerrero",Mexico,"Cerro Tejón, Iliatenco, Guerrero"
413279,San Francisco,Ecuador,San Francisco
413346,"Tres Cruces, Acatepec, Guerrero",Mexico,"Tres Cruces, Acatepec, Guerrero"
413352,Ende,Indonesia,Ende
413391,"Xilotlancingo, Acatepec, Guerrero",Mexico,"Xilotlancingo, Acatepec, Guerrero"
413507,"Barrio Nuevo, Acatepec, Guerrero",Mexico,"Barrio Nuevo, Acatepec, Guerrero"
413524,"Aghavnadzor village, Vayots Dzor region",Armenia,"Aghavnadzor village, Vayots Dzor region"
413530,"San Miguel el Progreso, Malinaltepec, Guerrero",Mexico,"San Miguel el Progreso, Malinaltepec, Guerrero"
413631,"Colonia Progreso (Cerro Gavilan), Acatepec, Guerre",Mexico,"Colonia Progreso (Cerro Gavilan), Acatepec, Guerre"
413653,"Nuevo Conhuas, Kalakmul, Campeche",Mexico,"Nuevo Conhuas, Kalakmul, Campeche"
413665,Tlaxcala,Mexico,Tlaxcala
413805,"Paraje Montero de Zaragoza, Malinaltepec, Guerrero",Mexico,"Paraje Montero de Zaragoza, Malinaltepec, Guerrero"
414036,Camarines Norte,Philippines,Camarines Norte
414248,"Cruz Alta, Pedro Ascencio Alquisiras, Guerrero",Mexico,"Cruz Alta, Pedro Ascencio Alquisiras, Guerrero"
414464,NEYBA,Dominican Republic,NEYBA
414613,"Babanuang, San Manuel,Isabela",Philippines,"Babanuang, San Manuel,Isabela"
414763,"Masianokeng,Maseru",Lesotho,"Masianokeng,Maseru"
415068,"Oroquieta-Tuburan, Villaflor, Oroquieta City",Philippines,"Oroquieta-Tuburan, Villaflor, Oroquieta City"
415194,"Makanyaneng, Thaba Tseka",Lesotho,"Makanyaneng, Thaba Tseka"
415207,Likoma Island,Malawi,Likoma Island
415346,"p-4 puntod,lopez jaena",Philippines,"p-4 puntod,lopez jaena"
415370,"p-2 dolipos bajo,oroquieta city",Philippines,"p-2 dolipos bajo,oroquieta city"
415462,"p-2 talic,oroquita city",Philippines,"p-2 talic,oroquita city"
415494,Alto Tambo,Ecuador,Alto Tambo
415527,"El Rincon de los Pirules, San Felipe delProgreso",Mexico,"El Rincon de los Pirules, San Felipe delProgreso"
415563,Adrasmon,Tajikistan,Adrasmon
415602,Kogani,Mali,Kogani
415677,Opeti,Georgia,Opeti
415820,KABISAGA KAPSABET,Kenya,KABISAGA KAPSABET
415869,Kisauni mombasa,Kenya,Kisauni mombasa
415889,"Paraiso, Cabatuan, Isabela",Philippines,"Paraiso, Cabatuan, Isabela"
416016,"Babanuang San Manuel, Isabela",Philippines,"Babanuang San Manuel, Isabela"
416166,"Kapture, Kapsabet",Kenya,"Kapture, Kapsabet"
416210,"Turayong,Cauayan City,Isabela",Philippines,"Turayong,Cauayan City,Isabela"
416379,Lakeland,United States,Lakeland
416614,Bagayogobougu,Mali,Bagayogobougu
416824,"Bantug Roxas, Isabela",Philippines,"Bantug Roxas, Isabela"
416904,"Sekokoaneng, Qacha's Nek",Lesotho,"Sekokoaneng, Qacha's Nek"
417005,"Kolberg, Thaba Tseka",Lesotho,"Kolberg, Thaba Tseka"
417152,Campeche Corregimiento de Baranoa/Atlántico,Colombia,Campeche Corregimiento de Baranoa/Atlántico
417153,"Ha Khoanyane, Thaba Tseka",Lesotho,"Ha Khoanyane, Thaba Tseka"
417243,santa cruz tangub city misamis occidental,Philippines,santa cruz tangub city misamis occidental
417394,"SAN PABLO TLACHILPA, SAN FELIPE DEL PROGRESO",Mexico,"SAN PABLO TLACHILPA, SAN FELIPE DEL PROGRESO"
417788,Yamasa,Dominican Republic,Yamasa
417965,"Kaputan village, Kotayk region",Armenia,"Kaputan village, Kotayk region"
418003,Rubiziri,Uganda,Rubiziri
418012,Ksani,Georgia,Ksani
418150,"Victoria, Aurora, Isabela",Philippines,"Victoria, Aurora, Isabela"
418520,Machalilla,Ecuador,Machalilla
418694,"Acuña, Coahuila",Mexico,"Acuña, Coahuila"
418814,"Trapaing rang,AkPhikvath,Toek pos, Kampong chhnang",Cambodia,"Trapaing rang,AkPhikvath,Toek pos, Kampong chhnang"
418817,"Guimaras, Iloilo",Philippines,"Guimaras, Iloilo"
418957,"TT Rừng Thông, Đông Sơn",Vietnam,"TT Rừng Thông, Đông Sơn"
418996,"Muzquiz, Coahuila",Mexico,"Muzquiz, Coahuila"
419391,Trung Sơn - Nghi Sơn - Tĩnh Gia,Vietnam,Trung Sơn - Nghi Sơn - Tĩnh Gia
419457,Bắc Sơn - Trung Sơn - Tĩnh Gia,Vietnam,Bắc Sơn - Trung Sơn - Tĩnh Gia
419462,Kiều Đại 2,Vietnam,Kiều Đại 2
419652,06 Đông Thanh- Đông Sơn- Thanh Hóa,Vietnam,06 Đông Thanh- Đông Sơn- Thanh Hóa
419703,Ofankor,Ghana,Ofankor
419760,western pob. lopez jaena,Philippines,western pob. lopez jaena
419904,Dzveli Kveshi,Georgia,Dzveli Kveshi
419990,Acha Tudig NWP,Cameroon,Acha Tudig NWP
420008,Giang Thanh - Thiệu Khánh - Thiệu Hóa,Vietnam,Giang Thanh - Thiệu Khánh - Thiệu Hóa
420009,"p-1 tugaya,aloran",Philippines,"p-1 tugaya,aloran"
420024,Bulo Kisimani Mombasa,Kenya,Bulo Kisimani Mombasa
420053,Marianita de Caliche,Ecuador,Marianita de Caliche
420069,"Localidad Ursulo Galvan, Tierra Blanca Veracruz",Mexico,"Localidad Ursulo Galvan, Tierra Blanca Veracruz"
420099,"p-2 villaflor,oroquieta city",Philippines,"p-2 villaflor,oroquieta city"
420110,"p-6 tipan,oroquieta city",Philippines,"p-6 tipan,oroquieta city"
420123,Pokuase,Ghana,Pokuase
420128,Crique Jute,Belize,Crique Jute
420416,Guadalupe,Mexico,Guadalupe
420569,"Akunk village, Kotayk region",Armenia,"Akunk village, Kotayk region"
420603,"Ofankor, Accra",Ghana,"Ofankor, Accra"
420730,Urcuqui,Ecuador,Urcuqui
420784,Nguyên Bình - Tĩnh Gia,Vietnam,Nguyên Bình - Tĩnh Gia
420979,"Localidad El Fraile, Tierra Blanca Veracruz",Mexico,"Localidad El Fraile, Tierra Blanca Veracruz"
421021,Pugara,Ecuador,Pugara
421091,"Villa Cayaban Malalinta San Manuel, Isabela",Philippines,"Villa Cayaban Malalinta San Manuel, Isabela"
421116,Tetegu,Ghana,Tetegu
421293,bertoua,Cameroon,bertoua
421353,"Matsaila, Manganeng",Lesotho,"Matsaila, Manganeng"
421396,bafia,Cameroon,bafia
421527,"San Juan, Aurora, Isabela",Philippines,"San Juan, Aurora, Isabela"
421550,West Nairobi,Kenya,West Nairobi
421581,Ha Maqalike,Lesotho,Ha Maqalike
421592,"Burgos, Alicia, Isabela",Philippines,"Burgos, Alicia, Isabela"
421608,García,Mexico,García
421636,"Alcamani, Acatepec, Guerrero",Mexico,"Alcamani, Acatepec, Guerrero"
421654,"Baripada, Odisha",India,"Baripada, Odisha"
421724,ChahSayiawala,Pakistan,ChahSayiawala
421731,"Ha Rasenkisi,Maseru",Lesotho,"Ha Rasenkisi,Maseru"
421741,Thôn Thanh - Quảng Nham,Vietnam,Thôn Thanh - Quảng Nham
421752,Pofadder,South Africa,Pofadder
421762,"Nuevo Laredo,Tamaulipas",Mexico,"Nuevo Laredo,Tamaulipas"
421768,San Pablo,Ecuador,San Pablo
421771,Butranwali,Pakistan,Butranwali
421772,"San Antonio de las Huertas, San Felipe del Progres",Mexico,"San Antonio de las Huertas, San Felipe del Progres"
421830,"Butadon, Kapatagan, Lanao Del Norte",Philippines,"Butadon, Kapatagan, Lanao Del Norte"
421858,Tsinubani,Georgia,Tsinubani
421860,"Localidad El Codo, Tierra Blanca Veracruz",Mexico,"Localidad El Codo, Tierra Blanca Veracruz"
421968,Thôn Bình - Quảng Nham,Vietnam,Thôn Bình - Quảng Nham
421995,Divisoria Santiago City,Philippines,Divisoria Santiago City
422001,"Sehaula, Thaba Tseka",Lesotho,"Sehaula, Thaba Tseka"
422039,"Localidad Quechuleño, Tierra Blanca Veracruz",Mexico,"Localidad Quechuleño, Tierra Blanca Veracruz"
422040,Villa Gonzaga Santiago City,Philippines,Villa Gonzaga Santiago City
422144,Đông Văn - Đông Sơn,Vietnam,Đông Văn - Đông Sơn
422421,"Ton district, Issyk-Kul region",Kyrgyzstan,"Ton district, Issyk-Kul region"
422516,Alirajpur,India,Alirajpur
422615,Khalipauri,Georgia,Khalipauri
422759,Teoloyucan,Mexico,Teoloyucan
422856,"San Pablo, Dumingag, Zamoboanga del Sur",Philippines,"San Pablo, Dumingag, Zamoboanga del Sur"
423151,Zeda Gomi,Georgia,Zeda Gomi
423161,Ashdod,Israel,Ashdod
423162,East Nairobi,Kenya,East Nairobi
423222,"Zovashen village, Kotayk region",Armenia,"Zovashen village, Kotayk region"
423279,Crucita,Ecuador,Crucita
423470,Mandi Bahauddin,Pakistan,Mandi Bahauddin
423563,Boksburg,South Africa,Boksburg
423571,Pijal,Ecuador,Pijal
424069,"Ha Makoae, Qacha's Nek",Lesotho,"Ha Makoae, Qacha's Nek"
424183,Sta. Cruz Jimenez Mis. Occ.,Philippines,Sta. Cruz Jimenez Mis. Occ.
424261,"Thamathu, Qacha's Nek",Lesotho,"Thamathu, Qacha's Nek"
424262,"Beit Hanina, Jerusalem",Israel,"Beit Hanina, Jerusalem"
424266,Pudukottai,India,Pudukottai
424315,"Melikane, Qacha's Nek",Lesotho,"Melikane, Qacha's Nek"
424435,Baba Dogo,Kenya,Baba Dogo
424570,East Nairob,Kenya,East Nairob
424575,"Thene, Qacha's Nek",Lesotho,"Thene, Qacha's Nek"
424638,Thành Đạt - Thiệu Long - Thiệu Hóa,Vietnam,Thành Đạt - Thiệu Long - Thiệu Hóa
424719,"Pagadian-Sumadat, Dumalinao ZDS",Philippines,"Pagadian-Sumadat, Dumalinao ZDS"
424940,"Manguiles, Mahayag, Zamboanga del Sur",Philippines,"Manguiles, Mahayag, Zamboanga del Sur"
424969,Chulucanas,Peru,Chulucanas
425125,"Tkhkut village, Syunik region",Armenia,"Tkhkut village, Syunik region"
425128,"Fugo Jones, Isabela",Philippines,"Fugo Jones, Isabela"
425152,"Dovegh village, Tavush region",Armenia,"Dovegh village, Tavush region"
425250,"Ha Bafokeng, Butha Buthe",Lesotho,"Ha Bafokeng, Butha Buthe"
425262,"Calantac, Alcala, Cagayan",Philippines,"Calantac, Alcala, Cagayan"
425267,"Dota, San José",Costa Rica,"Dota, San José"
425325,"Ha Mofoka, Maseru",Lesotho,"Ha Mofoka, Maseru"
425327,"Garabito, Puntarenas",Costa Rica,"Garabito, Puntarenas"
425343,"Bagaces, Guanacaste",Costa Rica,"Bagaces, Guanacaste"
425594,Sullana,Peru,Sullana
425695,Rubenia,Nicaragua,Rubenia
425729,Kadoma,Zimbabwe,Kadoma
425922,"Nicoya, Guanacaste",Costa Rica,"Nicoya, Guanacaste"
426217,Glefe,Ghana,Glefe
426222,Shaumiani,Georgia,Shaumiani
426310,Fagaloa Taelefaga,Samoa,Fagaloa Taelefaga
426606,"Piedras Negras, Coahuila",Mexico,"Piedras Negras, Coahuila"
426941,"Upper Salug Daku, Mahayag, Zamboanga del Sur",Philippines,"Upper Salug Daku, Mahayag, Zamboanga del Sur"
426977,"Lusaghbyur village, Lori region",Armenia,"Lusaghbyur village, Lori region"
427028,Zaporizhje,Ukraine,Zaporizhje
427061,"Tsitsong, Quthing",Lesotho,"Tsitsong, Quthing"
427145,"Brgy.4, Bonifacio St. San Mateo, Isabela",Philippines,"Brgy.4, Bonifacio St. San Mateo, Isabela"
427265,kairaqum,Tajikistan,kairaqum
427516,"San Mariano Sur, San Guillermo, Isabela",Philippines,"San Mariano Sur, San Guillermo, Isabela"
427539,Imbaya,Ecuador,Imbaya
427551,"Linamanan Jones,Isabela",Philippines,"Linamanan Jones,Isabela"
427572,"Okhtar village, Syunik reagion",Armenia,"Okhtar village, Syunik reagion"
427780,"Malannit Jones, Isabela",Philippines,"Malannit Jones, Isabela"
428010,"Atasta, Carmen, Campeche",Mexico,"Atasta, Carmen, Campeche"
428126,Ciudad Jardin,Nicaragua,Ciudad Jardin
428191,"Linamanan Jones, Isabela",Philippines,"Linamanan Jones, Isabela"
428278,"Jitoni, Mombasa",Kenya,"Jitoni, Mombasa"
428293,"Localidad Ejido San Nicolas, Tierra Blanca Veracru",Mexico,"Localidad Ejido San Nicolas, Tierra Blanca Veracru"
428298,"Sro Ngamte Village, Pro Snoeb Commune, Rolae Pa Ea",Cambodia,"Sro Ngamte Village, Pro Snoeb Commune, Rolae Pa Ea"
428371,"Mwamlai, Chaani Kenya",Kenya,"Mwamlai, Chaani Kenya"
428515,Bekaa,Lebanon,Bekaa
428544,Fresno Nichi,Mexico,Fresno Nichi
428576,"Krang Kakaoh Village, Pech Changvar Commune, Barib",Cambodia,"Krang Kakaoh Village, Pech Changvar Commune, Barib"
428614,"Miknjuni, Miritini",Kenya,"Miknjuni, Miritini"
428666,"Mikoroshoni, Mombasa",Kenya,"Mikoroshoni, Mombasa"
428676,Mabambani,Kenya,Mabambani
428887,"Chamunyu, Mombasa",Kenya,"Chamunyu, Mombasa"
429061,"Concodia, Mombasa",Kenya,"Concodia, Mombasa"
429148,Capirpiriwan Cordon,Philippines,Capirpiriwan Cordon
