id,region,country,subnat_region
84652,"Liloy-Caracol, Salug, Zamboanga del Norte",Philippines,"Liloy-Caracol, Salug, Zamboanga del Norte"
84655,Blendio,Mali,Blendio
84735,Batièmogobougou,Mali,Batièmogobougou
84737,Sataua Savaii,Samoa,Sataua Savaii
84739,Tel Aviv,Israel,Tel Aviv
84755,"Padul, Solana, Cagayan",Philippines,"Padul, Solana, Cagayan"
84757,Maagao,Samoa,Maagao
84776,"Mahulpada,Titilagarh,Bolangir,Odisha",India,"Mahulpada,Titilagarh,Bolangir,Odisha"
84819,Palawan,Philippines,Palawan
84839,Karakert village,Armenia,Karakert village
84852,Manyatta Kisumu,Kenya,Manyatta Kisumu
84868,Lano Savaii,Samoa,Lano Savaii
84870,"Kok-Oiy village, Talas region",Kyrgyzstan,"Kok-Oiy village, Talas region"
84906,Zoumayere,Mali,Zoumayere
84922,San Cristobal,Colombia,San Cristobal
84929,Kouorobarrage,Mali,Kouorobarrage
84940,Korobarrage,Mali,Korobarrage
84946,Bilasso,Mali,Bilasso
84952,Tibina,Mali,Tibina
84956,Dogoni,Mali,Dogoni
84960,Ziasso,Mali,Ziasso
84975,N'Torla,Mali,N'Torla
84976,"TETELKHUNTI, BALANGIR,ODISHA",India,"TETELKHUNTI, BALANGIR,ODISHA"
84995,Delmas 19,Haiti,Delmas 19
85011,El Cajon,United States,El Cajon
85021,Sanzana,Mali,Sanzana
85032,Gniriwani,Mali,Gniriwani
85042,COPAJIRA,Bolivia,COPAJIRA
85095,Kouoro- Village,Mali,Kouoro- Village
85096,Nontansso,Mali,Nontansso
85135,"Larion Alto, Tuguegarao City",Philippines,"Larion Alto, Tuguegarao City"
85181,"Ramos Aglipay, Quirino",Philippines,"Ramos Aglipay, Quirino"
85257,Delmas 46,Haiti,Delmas 46
85283,Bobokin,Mali,Bobokin
85309,"Larion Bajo, Tuguegarao City",Philippines,"Larion Bajo, Tuguegarao City"
85361,Samogossoni,Mali,Samogossoni
85442,N'Goloniena,Mali,N'Goloniena
85482,Lares - Calca - Cusco,Peru,Lares - Calca - Cusco
85526,Montebello,Colombia,Montebello
85546,"Canlaon, Negros Oriental",Philippines,"Canlaon, Negros Oriental"
85550,"Ramos, Aglipay, Quirino",Philippines,"Ramos, Aglipay, Quirino"
85562,"Ariyalur, Tamil Nadu",India,"Ariyalur, Tamil Nadu"
85586,Oaxaca,Mexico,Oaxaca
85591,chilanga,Zambia,chilanga
85601,Forest Home,Belize,Forest Home
85622,Pucusana,Peru,Pucusana
85628,Kolagi,Georgia,Kolagi
85674,Kalumbila,Zambia,Kalumbila
85742,Mazabuka,Zambia,Mazabuka
85888,"Pataya, Solana, Cagayan",Philippines,"Pataya, Solana, Cagayan"
85901,Oroquieta-Canubay,Philippines,Oroquieta-Canubay
85926,"Bantay, Solana, Cagayan",Philippines,"Bantay, Solana, Cagayan"
85942,Senanga,Zambia,Senanga
85965,Mansa,Zambia,Mansa
85967,Tihuanacu,Bolivia,Tihuanacu
85980,Solwezi,Zambia,Solwezi
86018,"Magalalag West, Enrile, Cagayan",Philippines,"Magalalag West, Enrile, Cagayan"
86019,"Tsaghkut village, Shirak region",Armenia,"Tsaghkut village, Shirak region"
86040,"Khurda, Odisha",India,"Khurda, Odisha"
86049,Ak-Suu village,Kyrgyzstan,Ak-Suu village
86172,Anta - Pucyura - Cusco,Peru,Anta - Pucyura - Cusco
86179,"Araneta, Quezon City",Philippines,"Araneta, Quezon City"
86309,Siradjankoro,Mali,Siradjankoro
86310,Pourè,Mali,Pourè
86311,"Estefania, Amulung, Cagayan",Philippines,"Estefania, Amulung, Cagayan"
86316,"Tupang, Alcala, Cagayan",Philippines,"Tupang, Alcala, Cagayan"
86325,Dakoura,Mali,Dakoura
86330,"Sariar village, Shirak region",Armenia,"Sariar village, Shirak region"
86356,Koromorosso,Mali,Koromorosso
86370,Diafougala,Mali,Diafougala
86371,"Narsinghpur, Odisha",India,"Narsinghpur, Odisha"
86382,Fanzana,Mali,Fanzana
86410,Soké,Mali,Soké
86421,Sangoula Djirela,Mali,Sangoula Djirela
86542,,Malawi,
86614,Kvenatkotsa,Georgia,Kvenatkotsa
86682,Lucknow,India,Lucknow
86741,Kinobi,Uganda,Kinobi
86742,Sangoula Markala,Mali,Sangoula Markala
86744,"Centro 9, Tuguegarao city",Philippines,"Centro 9, Tuguegarao city"
86827,Kazangasso Were,Mali,Kazangasso Were
86866,Guayaramerin/ Beni - Bolivia,Bolivia,Guayaramerin/ Beni - Bolivia
86871,Siribougou,Mali,Siribougou
86978,Pioner village,Kyrgyzstan,Pioner village
86985,Sanankorobougou,Mali,Sanankorobougou
87048,"Jimenez-Labo, Aloran, Misamis Occidental",Philippines,"Jimenez-Labo, Aloran, Misamis Occidental"
87065,Koflani,Mali,Koflani
87081,"Kashgar-Kyshtak village, Osh region",Kyrgyzstan,"Kashgar-Kyshtak village, Osh region"
87085,"Marts village, Lori region",Armenia,"Marts village, Lori region"
87101,"Brgy. Baracbac, Sta.Fe, Nueva Vizcaya",Philippines,"Brgy. Baracbac, Sta.Fe, Nueva Vizcaya"
87124,Banambani,Mali,Banambani
87187,Rincon Tagolaba,Mexico,Rincon Tagolaba
87256,"Cabungaan Clarin, Misamis Occidental",Philippines,"Cabungaan Clarin, Misamis Occidental"
87301,"Liloy-Imelda, Labason, Zamboanga del Norte",Philippines,"Liloy-Imelda, Labason, Zamboanga del Norte"
87308,El Santuario,Colombia,El Santuario
87390,"Sukawati, Bali",Indonesia,"Sukawati, Bali"
87417,Liloy-Imelda Labason Zamboanga Del norte,Philippines,Liloy-Imelda Labason Zamboanga Del norte
87447,Zghuderi,Georgia,Zghuderi
87572,Big Falls,Belize,Big Falls
87586,Jughaani,Georgia,Jughaani
87589,Paracas,Peru,Paracas
87638,M'Pedougou,Mali,M'Pedougou
87653,Drakoro Doumba,Mali,Drakoro Doumba
87667,Pankafolasso,Mali,Pankafolasso
87670,Shapak village,Kyrgyzstan,Shapak village
87688,"Brgy. Poblacion, Banaue, Ifugao",Philippines,"Brgy. Poblacion, Banaue, Ifugao"
87700,Nianguila,Mali,Nianguila
87708,"Puerto Princesa South, Palawan",Philippines,"Puerto Princesa South, Palawan"
87713,Niaradougou,Mali,Niaradougou
87774,"Cartago, Tucurrique",Costa Rica,"Cartago, Tucurrique"
87801,Pacific Beach,United States,Pacific Beach
87856,"Bical, Lallo, Cagayan",Philippines,"Bical, Lallo, Cagayan"
87878,Doradal,Colombia,Doradal
87903,"Vaghatin village, Sisian region",Armenia,"Vaghatin village, Sisian region"
87914,"Quang Ninh, Quang Binh",Vietnam,"Quang Ninh, Quang Binh"
87948,"Aregnadem village, Shirak region",Armenia,"Aregnadem village, Shirak region"
88038,La Convencion/Ocobamba/Cusco,Peru,La Convencion/Ocobamba/Cusco
88076,Bomet,Kenya,Bomet
88125,Borjomi,Georgia,Borjomi
88198,Gianyar,Indonesia,Gianyar
88203,Ollantaytambo - Urubamba - Cusco,Peru,Ollantaytambo - Urubamba - Cusco
88254,San Juan Zaragoza,Mexico,San Juan Zaragoza
88262,La viña - Nueva Arica - Chiclayo,Peru,La viña - Nueva Arica - Chiclayo
88298,"Damurog, Alcala, Cagayan",Philippines,"Damurog, Alcala, Cagayan"
88323,Beni / Guayaramerin,Bolivia,Beni / Guayaramerin
88336,"Brgy. Maddiangat, Quezon, Nueva Vizcaya",Philippines,"Brgy. Maddiangat, Quezon, Nueva Vizcaya"
88344,"Lashibi,Tema",Ghana,"Lashibi,Tema"
88359,"C. verzosa, Baggao, Cagayan",Philippines,"C. verzosa, Baggao, Cagayan"
88363,Palmar de Varela (Atlántico),Colombia,Palmar de Varela (Atlántico)
88390,"Maligaya Echague, Isabela",Philippines,"Maligaya Echague, Isabela"
88401,Chachapoyas - amazonas,Peru,Chachapoyas - amazonas
88409,"El Ayote, RAAS",Nicaragua,"El Ayote, RAAS"
88416,"Fugu Echague, Isabela",Philippines,"Fugu Echague, Isabela"
88423,Chachapoyas -Chachapoyas-Chachapoyas,Peru,Chachapoyas -Chachapoyas-Chachapoyas
88444,Huarocondo - Anta - Cusco,Peru,Huarocondo - Anta - Cusco
88465,"Silauan Norte, Echague, Isabela",Philippines,"Silauan Norte, Echague, Isabela"
88503,"Dammang East, Echague, Isabela",Philippines,"Dammang East, Echague, Isabela"
88513,"Paruyr Sevak village, Ararat region",Armenia,"Paruyr Sevak village, Ararat region"
88515,"San Antonio Minit, Echague, Isabela",Philippines,"San Antonio Minit, Echague, Isabela"
88527,"San Fabian Echague, Isabela",Philippines,"San Fabian Echague, Isabela"
88533,Bondo,Kenya,Bondo
88556,"Anao, Tarlac",Philippines,"Anao, Tarlac"
88669,Morogoro,Tanzania,Morogoro
88765,Neiafu Uta,Samoa,Neiafu Uta
88772,Ak-Chiy village,Kyrgyzstan,Ak-Chiy village
88798,"Brgy. Poblacion East, Lagawe, Ifugao",Philippines,"Brgy. Poblacion East, Lagawe, Ifugao"
88802,La Concepcion,Mexico,La Concepcion
88810,"Brgy. Maddiangat,Quezon, Nueva Vizcaya",Philippines,"Brgy. Maddiangat,Quezon, Nueva Vizcaya"
88836,Comunidad de san isidro de chicon-Urubamba,Peru,Comunidad de san isidro de chicon-Urubamba
88845,"Alice, Texas",United States,"Alice, Texas"
88881,"Patilong View Point, Banaue, Ifugao",Philippines,"Patilong View Point, Banaue, Ifugao"
88903,"Parabba, Peñablanca, Cagayan",Philippines,"Parabba, Peñablanca, Cagayan"
88904,Tangub-Catagan,Philippines,Tangub-Catagan
89060,La Piedra de Rivas,Costa Rica,La Piedra de Rivas
89124,Kenesh village,Kyrgyzstan,Kenesh village
89129,Tiéfagala,Mali,Tiéfagala
89138,Chepsonoi,Kenya,Chepsonoi
89194,"Bolikhamxay District, Khammoune Province",Lao People's Democratic Republic,"Bolikhamxay District, Khammoune Province"
89201,"SINAPALI, NUAPADA, ODISHA",India,"SINAPALI, NUAPADA, ODISHA"
89219,"Chui village, Chui region",Kyrgyzstan,"Chui village, Chui region"
89294,Rayanniyoc - Taray - Calca - Cusco,Peru,Rayanniyoc - Taray - Calca - Cusco
89330,Tobanieri,Georgia,Tobanieri
89403,"Alba,Baggao, Cagayan",Philippines,"Alba,Baggao, Cagayan"
89450,"San Isidro, Cauayan City",Philippines,"San Isidro, Cauayan City"
89454,Thika-Town,Kenya,Thika-Town
89483,Usenge Town,Kenya,Usenge Town
89489,"Baringin Sur,Cauayan City,Isabela",Philippines,"Baringin Sur,Cauayan City,Isabela"
89491,Katete,Zambia,Katete
89508,"Zhaiylgan village, Talas region",Kyrgyzstan,"Zhaiylgan village, Talas region"
89648,"Weija, Accra",Ghana,"Weija, Accra"
89810,"Larena - Canal, Siquijor",Philippines,"Larena - Canal, Siquijor"
89930,"Chhatrapur, Odisha",India,"Chhatrapur, Odisha"
89956,Luanda,Kenya,Luanda
90016,"GAMBHARIGUDA, NUAPADA, ODISHA",India,"GAMBHARIGUDA, NUAPADA, ODISHA"
90019,"Tigbawan, Lazi, Siquior",Philippines,"Tigbawan, Lazi, Siquior"
90057,La Convencion/Quellouno/Cusco,Peru,La Convencion/Quellouno/Cusco
90099,"Tangub - Bongabong, Tangub City, Misamis Occidenta",Philippines,"Tangub - Bongabong, Tangub City, Misamis Occidenta"
90202,"kodala, Odisha",India,"kodala, Odisha"
90274,Platanilla,Panama,Platanilla
90304,"Aanandpur,Odisha",India,"Aanandpur,Odisha"
90362,"Larena-South Poblacion, Siquijor, Siquijor",Philippines,"Larena-South Poblacion, Siquijor, Siquijor"
90416,"Oroquieta-Palayan, Aloran, Mis. Occ.",Philippines,"Oroquieta-Palayan, Aloran, Mis. Occ."
90449,Zeda Etseri,Georgia,Zeda Etseri
90501,"Linao East, Tuguegarao City",Philippines,"Linao East, Tuguegarao City"
90533,"Bitibut, Sapang Dalaga, Misamis Occidental",Philippines,"Bitibut, Sapang Dalaga, Misamis Occidental"
90548,Orulu,Georgia,Orulu
90581,Frontino,Colombia,Frontino
90591,Geguti,Georgia,Geguti
90593,"Cabaruan, Cauayan City, Isabela",Philippines,"Cabaruan, Cauayan City, Isabela"
90594,"Ugac Sur, Tuguegarao City",Philippines,"Ugac Sur, Tuguegarao City"
90654,"Simacolong, Lazi, Siquijor",Philippines,"Simacolong, Lazi, Siquijor"
90665,"Isca Gonzaga, Cagayan",Philippines,"Isca Gonzaga, Cagayan"
90703,Sabanalarga,Colombia,Sabanalarga
90745,"Oroquieta-Tuburan, Aloran, Misamis Occidental",Philippines,"Oroquieta-Tuburan, Aloran, Misamis Occidental"
90872,"Culing Centro Cabatuan, Isabela",Philippines,"Culing Centro Cabatuan, Isabela"
90932,"Calaran, Calamba, Misamis Occidental",Philippines,"Calaran, Calamba, Misamis Occidental"
90965,Vaitoomuli Palauli,Samoa,Vaitoomuli Palauli
90976,"Divisoria, Enrile, Cagayan",Philippines,"Divisoria, Enrile, Cagayan"
91008,Montalvo,Ecuador,Montalvo
91023,"Brgy. Domang, Dupax del Sur, Nueva Vizcaya",Philippines,"Brgy. Domang, Dupax del Sur, Nueva Vizcaya"
91058,Kilombero,Tanzania,Kilombero
91080,Bory-Bash village,Kyrgyzstan,Bory-Bash village
91082,"Lanna, Enrile, Cagayan",Philippines,"Lanna, Enrile, Cagayan"
91098,"Tierras del Pueblo, Suchitpequez",Guatemala,"Tierras del Pueblo, Suchitpequez"
91101,Isinet,Kenya,Isinet
91115,"Roma Sur, Enrile, Cagayan",Philippines,"Roma Sur, Enrile, Cagayan"
91153,Chisamba,Zambia,Chisamba
91209,"Maxingal, Lallo, Cagayan",Philippines,"Maxingal, Lallo, Cagayan"
91235,Rufiji,Tanzania,Rufiji
91259,Lelepa Savaii,Samoa,Lelepa Savaii
91270,Bagamoyo,Tanzania,Bagamoyo
91305,Auala,Samoa,Auala
91342,Kilolo,Tanzania,Kilolo
91402,Gonio,Georgia,Gonio
91420,Muminobod,Tajikistan,Muminobod
91462,"Brgy. San Fabian, Kayapa, Nueva Vizcaya",Philippines,"Brgy. San Fabian, Kayapa, Nueva Vizcaya"
91479,"Tetela,Oaxaca",Mexico,"Tetela,Oaxaca"
91499,Iringa,Tanzania,Iringa
91508,"Larena - Simacolong, Lazi, Siquijor",Philippines,"Larena - Simacolong, Lazi, Siquijor"
91520,Simanjiro,Tanzania,Simanjiro
91555,"Kenzhekul village, Osh region",Kyrgyzstan,"Kenzhekul village, Osh region"
91581,"Gosi Sur, Tuguegarao City",Philippines,"Gosi Sur, Tuguegarao City"
91624,Beer Sheva,Israel,Beer Sheva
91658,Coatlán del Río,Mexico,Coatlán del Río
91690,Lunsar,Sierra Leone,Lunsar
91733,"Progreso, San Guillermo, Isabela",Philippines,"Progreso, San Guillermo, Isabela"
91751,"Brgy. Paitan, Bayombong,Nueva Vizcaya",Philippines,"Brgy. Paitan, Bayombong,Nueva Vizcaya"
91753,"Waingapu, Sumba",Indonesia,"Waingapu, Sumba"
91756,Kefamenanu,Indonesia,Kefamenanu
91848,"Calaoagan, San Guillermo, Isabela",Philippines,"Calaoagan, San Guillermo, Isabela"
91850,Ajumako,Ghana,Ajumako
91870,"LARKA, NUAPADA, ODISHA",India,"LARKA, NUAPADA, ODISHA"
92023,,Nigeria,
92042,"Palilan,Jimenez,Misamis Occidental",Philippines,"Palilan,Jimenez,Misamis Occidental"
92053,Vaovai,Samoa,Vaovai
92105,Khashmi,Georgia,Khashmi
92110,"Lista, Ifugao",Philippines,"Lista, Ifugao"
92145,Tskneti,Georgia,Tskneti
92325,"Monte Alegre, Amulung, Cagayan",Philippines,"Monte Alegre, Amulung, Cagayan"
92341,Dagoretti,Kenya,Dagoretti
92342,"Tangatan Sta. Ana, Cagayan",Philippines,"Tangatan Sta. Ana, Cagayan"
92375,"Maddarulug, Solana. Cagayan",Philippines,"Maddarulug, Solana. Cagayan"
92429,Nguluni;Tala,Kenya,Nguluni;Tala
92491,"Kinoo, Nairobi",Kenya,"Kinoo, Nairobi"
92508,"Sta. Maria, Cauayan City, Isabela",Philippines,"Sta. Maria, Cauayan City, Isabela"
92565,"Gadramunda,Nuapada,Odisha",India,"Gadramunda,Nuapada,Odisha"
92582,Panajachel,Guatemala,Panajachel
92618,"Minanga Norte, Iguig, Cagayan",Philippines,"Minanga Norte, Iguig, Cagayan"
92649,Depok,Indonesia,Depok
92652,Rongo,Kenya,Rongo
92667,Kolobani,Georgia,Kolobani
92668,Maili Saba;Kitale,Kenya,Maili Saba;Kitale
92766,"Maddarulug, Solana, Cagayan",Philippines,"Maddarulug, Solana, Cagayan"
92803,"Larena - Basac, Larena",Philippines,"Larena - Basac, Larena"
92819,Druzhnye,Ukraine,Druzhnye
92864,"Brgy. Inaban,Dupax del Norte, Nueva Vizcaya",Philippines,"Brgy. Inaban,Dupax del Norte, Nueva Vizcaya"
92905,Malaa,Kenya,Malaa
92981,Nasamkhrali,Georgia,Nasamkhrali
93007,"Nungnungan 2, Cauayan City, Isabela",Philippines,"Nungnungan 2, Cauayan City, Isabela"
93009,Kochkorata town,Kyrgyzstan,Kochkorata town
93023,"Preah Vihear Province, Chaom Ksan District",Cambodia,"Preah Vihear Province, Chaom Ksan District"
93038,Cape Coast,Ghana,Cape Coast
93039,"Casambalangan Sta. Ana, Cagayan",Philippines,"Casambalangan Sta. Ana, Cagayan"
93122,Temurmalik,Tajikistan,Temurmalik
93126,"Dallas, Texas",United States,"Dallas, Texas"
93139,Colon,Honduras,Colon
93143,"Sasyk-Bulak village, Talas region",Kyrgyzstan,"Sasyk-Bulak village, Talas region"
93148,Gvishtibi,Georgia,Gvishtibi
93153,"Carilucud, Solana, Cagayan",Philippines,"Carilucud, Solana, Cagayan"
93154,Tsurtavi,Georgia,Tsurtavi
93183,Itskosi,Georgia,Itskosi
93188,Sunakoti,Nepal,Sunakoti
93210,Menji,Georgia,Menji
93341,"Austin, Texas",United States,"Austin, Texas"
93351,"Pagadian Lantian, Labangan, Zamboanga del Sur",Philippines,"Pagadian Lantian, Labangan, Zamboanga del Sur"
93427,"Manla, Sapangdalaga Mis. Occ",Philippines,"Manla, Sapangdalaga Mis. Occ"
93441,"Pallua Sur, Tuguegarao City",Philippines,"Pallua Sur, Tuguegarao City"
93469,"Tangatan, Sta. Ana, Cagayan",Philippines,"Tangatan, Sta. Ana, Cagayan"
93489,Chitungwiza,Zimbabwe,Chitungwiza
93503,Sindou,Burkina Faso,Sindou
93542,Tkaia,Georgia,Tkaia
93548,"Preah Vihear, Chorm Ksan district",Cambodia,"Preah Vihear, Chorm Ksan district"
93684,Monterrey,Mexico,Monterrey
93774,Dao Pagadian City Zamboanga Del Sur Philippines,Philippines,Dao Pagadian City Zamboanga Del Sur Philippines
93779,Beni - Riberalta,Bolivia,Beni - Riberalta
93850,"Saasaai, Savaii Island",Samoa,"Saasaai, Savaii Island"
93866,Maninoa,Samoa,Maninoa
93888,"Camiling, Tarlac",Philippines,"Camiling, Tarlac"
93906,Lagodekhi,Georgia,Lagodekhi
93910,Misyani-Tala,Kenya,Misyani-Tala
93915,Isla Suriqui,Bolivia,Isla Suriqui
93919,Sauce,Nicaragua,Sauce
93959,"Kawit, Cavite",Philippines,"Kawit, Cavite"
93962,Monze,Zambia,Monze
93972,Gweru,Zimbabwe,Gweru
93973,Martkopi,Georgia,Martkopi
93981,Kangemi,Kenya,Kangemi
93995,Ikelenge,Zambia,Ikelenge
93996,"Plaridel-Sibugon, Lopez Jaena , Misamis Occidental",Philippines,"Plaridel-Sibugon, Lopez Jaena , Misamis Occidental"
94024,Tetela; Oaxaca,Mexico,Tetela; Oaxaca
94036,Apolima,Samoa,Apolima
94048,Kayole  Nairobi,Kenya,Kayole  Nairobi
94051,Nizarindani,Mexico,Nizarindani
94057,"camiling,tarlac",Philippines,"camiling,tarlac"
94060,Uthiru,Kenya,Uthiru
94164,Taulabe.,Honduras,Taulabe.
94241,"Githurai, Nairobi",Kenya,"Githurai, Nairobi"
94363,Falaba,Mali,Falaba
94394,"Brgy. Escoting, Diadi,Nueva Vizcaya",Philippines,"Brgy. Escoting, Diadi,Nueva Vizcaya"
94404,Martvili,Georgia,Martvili
94411,Satemo,Georgia,Satemo
94463,"Brgy. Pogonsino, Bagabag, Nueva Vizcaya",Philippines,"Brgy. Pogonsino, Bagabag, Nueva Vizcaya"
94493,"Brgy. Ampakleng, Diaid, Nueva Vizcaya",Philippines,"Brgy. Ampakleng, Diaid, Nueva Vizcaya"
94508,"Brgy. Poblacion, Diadi, Nueva Vizcaya",Philippines,"Brgy. Poblacion, Diadi, Nueva Vizcaya"
94525,Kfar Salem,Israel,Kfar Salem
94569,"Brgy. Escoting,Diadi, Nueva Vizcaya",Philippines,"Brgy. Escoting,Diadi, Nueva Vizcaya"
94604,"Brgy. Escoting, Diadi, Nueva Vizcaya",Philippines,"Brgy. Escoting, Diadi, Nueva Vizcaya"
94639,"Brgy. Baretbet, Bagabag, Nueva Vizcaya",Philippines,"Brgy. Baretbet, Bagabag, Nueva Vizcaya"
94660,Kfar Manda,Israel,Kfar Manda
94791,Fort Pierce,United States,Fort Pierce
94814,Myingyan,Myanmar (Burma),Myingyan
94874,"Brgy. Ampakleng, Diadi, Nueva Vizcaya",Philippines,"Brgy. Ampakleng, Diadi, Nueva Vizcaya"
94899,Sirakoro,Mali,Sirakoro
94925,Dioni,Mali,Dioni
94938,Muskhi,Georgia,Muskhi
94953,"Baybay, Leyte",Philippines,"Baybay, Leyte"
95119,"Otradnoe village, Issyk-Kul region",Kyrgyzstan,"Otradnoe village, Issyk-Kul region"
95132,Naikarra,Kenya,Naikarra
95140,Anaga,Georgia,Anaga
95170,Cienaga Grande,Guatemala,Cienaga Grande
95188,Diawarala,Mali,Diawarala
95208,Massigui,Mali,Massigui
95212,Kobli,Mali,Kobli
95248,Belena,Mali,Belena
95253,Kokoungrou,Mali,Kokoungrou
95364,Taelefaga Fagaloa,Samoa,Taelefaga Fagaloa
95375,Santa Cruz la laguna,Guatemala,Santa Cruz la laguna
95517,Battambang Province,Cambodia,Battambang Province
95519,Mulivai Leauvaa,Samoa,Mulivai Leauvaa
95542,Kouoro,Mali,Kouoro
95560,"Tulapos, Enrique Villanueva, Siquijor",Philippines,"Tulapos, Enrique Villanueva, Siquijor"
95566,Dipolog-Bagacayan Galas Dipolog City,Philippines,Dipolog-Bagacayan Galas Dipolog City
95571,Riruta,Kenya,Riruta
95579,"Mabini Extention, Carmen annex Ozamiz city",Philippines,"Mabini Extention, Carmen annex Ozamiz city"
95594,"Pilón, Changuena",Costa Rica,"Pilón, Changuena"
95595,Bimbilla,Ghana,Bimbilla
95670,"Molave-Ramon Magsaysay,ZDS",Philippines,"Molave-Ramon Magsaysay,ZDS"
95706,Chuanoj,Guatemala,Chuanoj
95726,Choibalsan,Mongolia,Choibalsan
95774,Magude,Mozambique,Magude
95775,Tarlac,Philippines,Tarlac
95805,"Molave-Tambulig, Zamboanga del Sur",Philippines,"Molave-Tambulig, Zamboanga del Sur"
95837,Tarlac City,Philippines,Tarlac City
95868,"Palayag, Amulung, Cagayan",Philippines,"Palayag, Amulung, Cagayan"
95904,"Larena - Canlambo, Siquijor",Philippines,"Larena - Canlambo, Siquijor"
95930,"San Francisco el Alto, Totonicapán",Guatemala,"San Francisco el Alto, Totonicapán"
95947,"Cangmangki, Enrique Villanueva, Siquijor",Philippines,"Cangmangki, Enrique Villanueva, Siquijor"
95957,"Tarlac City, Tarlac",Philippines,"Tarlac City, Tarlac"
95964,"Pagadian-Camanga,Tukuran ",Philippines,"Pagadian-Camanga,Tukuran "
95967,"Battambang Province, Banon District ",Cambodia,"Battambang Province, Banon District "
95992,"Bustamante, Luna, Isabela",Philippines,"Bustamante, Luna, Isabela"
96099,"Saleaumua, Aleipata",Samoa,"Saleaumua, Aleipata"
96105,Poblacion Clarin Misamis Occidental,Philippines,Poblacion Clarin Misamis Occidental
96189,"Simacolong,Lazi, Siquijor",Philippines,"Simacolong,Lazi, Siquijor"
96227,"El Paso, Texas",United States,"El Paso, Texas"
96240,"Gabayan, Lazi, Siquijor",Philippines,"Gabayan, Lazi, Siquijor"
96246,Kabwohe,Uganda,Kabwohe
96252,Isingiro,Uganda,Isingiro
96274,Buwenge,Uganda,Buwenge
96320,Njeru,Uganda,Njeru
96321,"Bakarani, Mombasa",Kenya,"Bakarani, Mombasa"
96341,"Ozamiz-Gango, Ozamis City",Philippines,"Ozamiz-Gango, Ozamis City"
96351,Faleapuna,Samoa,Faleapuna
96365,"Liloy-Goin, Liloy, Zamboanga del Norte",Philippines,"Liloy-Goin, Liloy, Zamboanga del Norte"
96369,"Tangub-Brgy 5, Misamis Occidental",Philippines,"Tangub-Brgy 5, Misamis Occidental"
96383,Kangulumira,Uganda,Kangulumira
96459,Matautu Faleapuna,Samoa,Matautu Faleapuna
96470,Port-a-Piment,Haiti,Port-a-Piment
96523,"New Orleans, Louisiana",United States,"New Orleans, Louisiana"
96539,Sincina Sesso,Mali,Sincina Sesso
96558,Red Light,Liberia,Red Light
96608,Rosier,Haiti,Rosier
96624,"Liloy-New Calamba, Kalawit, Zamboanga Del Norte",Philippines,"Liloy-New Calamba, Kalawit, Zamboanga Del Norte"
96645,"Tangub-Garang, Tangub City",Philippines,"Tangub-Garang, Tangub City"
96773,"Liloy-Fatima, Liloy, Zamboanga Del Norte",Philippines,"Liloy-Fatima, Liloy, Zamboanga Del Norte"
96859,"Liloy-Palomoc, Titay, Zamboanga Sibugay",Philippines,"Liloy-Palomoc, Titay, Zamboanga Sibugay"
96870,"Plaridel-Mamanga Gamay, Plaridel, Misamis Occident",Philippines,"Plaridel-Mamanga Gamay, Plaridel, Misamis Occident"
96898,"Liloy-Sto. Niño, Tampilisan, Zamboanga del Norte",Philippines,"Liloy-Sto. Niño, Tampilisan, Zamboanga del Norte"
96924,Assin Fosu,Ghana,Assin Fosu
97008,"Pjijiapan, Chiapas",Mexico,"Pjijiapan, Chiapas"
97127,Marikina City,Philippines,Marikina City
97136,Karool village,Kyrgyzstan,Karool village
97242,"Brgy. Duit, Kiangan, Ifugao",Philippines,"Brgy. Duit, Kiangan, Ifugao"
97245,"Cadaanan, Solana, Cagayan",Philippines,"Cadaanan, Solana, Cagayan"
